subsector,variable,variable_trajectory_group,variable_trajectory_group_trajectory_type,normalize_group,trajgroup_no_vary_q,uniform_scaling_q,min_35,max_35,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
IPPU,elasticity_ippu_metals_production_to_gdp,,,,,,0.8,1.2,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793807,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806,0.046135174793806
IPPU,elasticity_ippu_paper_production_to_gdp,,,,,,0.8,1.2,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354,0.105163771605354
IPPU,elasticity_ippu_plastic_production_to_gdp,,,,,,0.8,1.2,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395,0.055121623013395
IPPU,elasticity_ippu_rubber_and_leather_production_to_gdp,,,,,,0.8,1.2,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724,0.013328110761724
IPPU,elasticity_ippu_textiles_production_to_gdp,,,,,,0.8,1.2,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522,0.014462371522
IPPU,prodinit_ippu_cement_tonne,,,,,,0.8,1.2,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
IPPU,prodinit_ippu_chemicals_tonne,,,,,,0.8,1.2,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000,80000
IPPU,prodinit_ippu_electronics_tonne,,,,,,0.8,1.2,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
IPPU,prodinit_ippu_glass_tonne,,,,,,0.8,1.2,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000,14000
IPPU,prodinit_ippu_lime_and_carbonite_tonne,,,,,,0.8,1.2,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400,1400
IPPU,prodinit_ippu_metals_tonne,,,,,,0.8,1.2,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000,10000
IPPU,prodinit_ippu_paper_tonne,,,,,,0.8,1.2,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000,105000
IPPU,prodinit_ippu_plastic_tonne,,,,,,0.8,1.2,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000,100000
IPPU,prodinit_ippu_recycled_glass_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_metals_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_paper_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_plastic_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_rubber_and_leather_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_textiles_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_recycled_wood_tonne,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,prodinit_ippu_rubber_and_leather_tonne,,,,,,0.8,1.2,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000,5000
IPPU,prodinit_ippu_textiles_tonne,,,,,,0.8,1.2,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000,400000
IPPU,qty_ippu_cement_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
IPPU,qty_ippu_chemicals_tonne_cod_per_m3_ww,,,,,,0.8,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
IPPU,qty_ippu_electronics_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
IPPU,qty_ippu_glass_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_lime_and_carbonite_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_metals_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_paper_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
IPPU,qty_ippu_plastic_tonne_cod_per_m3_ww,,,,,,0.8,1.2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6
IPPU,qty_ippu_recycled_glass_tonne_cod_per_m3_ww,,,,,,0.8,1.2,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01,5.01
IPPU,qty_ippu_recycled_metals_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_recycled_paper_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_recycled_plastic_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_recycled_rubber_and_leather_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IPPU,qty_ippu_recycled_textiles_tonne_cod_per_m3_ww,,,,,,0.8,1.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
IPPU,qty_ippu_recycled_wood_tonne_cod_per_m3_ww,,,,,,0.8,1.2,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4
IPPU,qty_ippu_rubber_and_leather_tonne_cod_per_m3_ww,,,,,,0.8,1.2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
IPPU,qty_ippu_textiles_tonne_cod_per_m3_ww,,,,,,0.8,1.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
IPPU,vol_ippu_cement_m3_ww_per_tonne_production,,,,,,0.8,1.2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
IPPU,vol_ippu_chemicals_m3_ww_per_tonne_production,,,,,,0.8,1.2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
IPPU,vol_ippu_electronics_m3_ww_per_tonne_production,,,,,,0.8,1.2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
IPPU,vol_ippu_glass_m3_ww_per_tonne_production,,,,,,0.8,1.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
IPPU,vol_ippu_lime_and_carbonite_m3_ww_per_tonne_production,,,,,,0.8,1.2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
IPPU,vol_ippu_metals_m3_ww_per_tonne_production,,,,,,0.8,1.2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
IPPU,vol_ippu_paper_m3_ww_per_tonne_production,,,,,,0.8,1.2,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19
IPPU,vol_ippu_plastic_m3_ww_per_tonne_production,,,,,,0.8,1.2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
IPPU,vol_ippu_recycled_metals_m3_ww_per_tonne_production,,,,,,0.8,1.2,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4,3.4
IPPU,vol_ippu_recycled_paper_m3_ww_per_tonne_production,,,,,,0.8,1.2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
IPPU,vol_ippu_recycled_plastic_m3_ww_per_tonne_production,,,,,,0.8,1.2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
IPPU,vol_ippu_recycled_rubber_and_leather_m3_ww_per_tonne_production,,,,,,0.8,1.2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
IPPU,vol_ippu_recycled_textiles_m3_ww_per_tonne_production,,,,,,0.8,1.2,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
IPPU,vol_ippu_recycled_wood_m3_ww_per_tonne_production,,,,,,0.8,1.2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
IPPU,vol_ippu_rubber_and_leather_m3_ww_per_tonne_production,,,,,,0.8,1.2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
IPPU,vol_ippu_textiles_m3_ww_per_tonne_production,,,,,,0.8,1.2,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
IPPU,net_imports_cement_clinker_tonne,,,,,,0.9,1.1,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500,500
IPPU,frac_ippu_cement_clinker,,,,,,0.93,1.02,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
IPPU,maxfrac_ippu_maximum_recylced_material_ratio_recycled_glass,,,,,,0.9,1.1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
